topic,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03
19,0.01405152224824356,0.02107728337236534,0.02107728337236534,0.02107728337236534,0.0117096018735363,0.06088992974238876,0.00468384074941452,0.01405152224824356,0.02107728337236534,0.01639344262295082,0.00936768149882904,0.01873536299765808,0.053864168618266976,0.05620608899297424,0.0117096018735363,0.01873536299765808,0.04215456674473068,0.02107728337236534,0.02107728337236534,0.00936768149882904,0.03747072599531616,0.06557377049180328,0.0117096018735363,0.053864168618266976,0.01873536299765808,0.08665105386416862,0.04449648711943794,0.00702576112412178,0.00234192037470726,0.00468384074941452,0.00702576112412178,0.0234192037470726,0.0234192037470726,0.01405152224824356,0.02576112412177986,0.0234192037470726,0.0,0.00468384074941452,0.0,0.0,0.0,0.0,0.03278688524590164,0.01405152224824356,0.03044496487119438,0.0
20,0.00792393026941363,0.04754358161648178,0.028526148969889066,0.012678288431061807,0.017432646592709985,0.022187004754358162,0.02694136291600634,0.017432646592709985,0.00792393026941363,0.025356576862123614,0.03169572107765452,0.01584786053882726,0.017432646592709985,0.03645007923930269,0.03486529318541997,0.01901743264659271,0.03803486529318542,0.02694136291600634,0.014263074484944533,0.022187004754358162,0.017432646592709985,0.030110935023771792,0.044374009508716325,0.04120443740095087,0.030110935023771792,0.03328050713153724,0.03169572107765452,0.020602218700475437,0.028526148969889066,0.01584786053882726,0.01901743264659271,0.042789223454833596,0.01901743264659271,0.03169572107765452,0.0491283676703645,0.009508716323296355,0.003169572107765452,0.0,0.001584786053882726,0.0,0.0,0.00792393026941363,0.017432646592709985,0.009508716323296355,0.01901743264659271,0.006339144215530904
21,0.0,0.02122641509433962,0.02358490566037736,0.014150943396226415,0.009433962264150943,0.02122641509433962,0.04009433962264151,0.03537735849056604,0.018867924528301886,0.009433962264150943,0.030660377358490566,0.0330188679245283,0.01650943396226415,0.007075471698113208,0.06367924528301887,0.0,0.025943396226415096,0.0,0.025943396226415096,0.018867924528301886,0.0047169811320754715,0.04481132075471698,0.0330188679245283,0.049528301886792456,0.014150943396226415,0.0330188679245283,0.0589622641509434,0.025943396226415096,0.0589622641509434,0.05660377358490566,0.030660377358490566,0.007075471698113208,0.02358490566037736,0.018867924528301886,0.014150943396226415,0.0023584905660377358,0.0,0.0,0.0047169811320754715,0.0,0.0,0.04245283018867924,0.03773584905660377,0.01650943396226415,0.007075471698113208,0.0
22,0.028938906752411574,0.02572347266881029,0.00964630225080386,0.03215434083601286,0.00964630225080386,0.028938906752411574,0.022508038585209004,0.01607717041800643,0.012861736334405145,0.01607717041800643,0.04180064308681672,0.05466237942122187,0.0,0.003215434083601286,0.0,0.006430868167202572,0.03215434083601286,0.02572347266881029,0.03536977491961415,0.01607717041800643,0.0,0.02572347266881029,0.04180064308681672,0.04823151125401929,0.028938906752411574,0.012861736334405145,0.006430868167202572,0.00964630225080386,0.006430868167202572,0.04180064308681672,0.0707395498392283,0.03536977491961415,0.09003215434083602,0.028938906752411574,0.06430868167202572,0.0,0.0,0.0,0.0,0.0,0.0,0.028938906752411574,0.02572347266881029,0.003215434083601286,0.00964630225080386,0.003215434083601286
23,0.0,0.013262599469496022,0.015915119363395226,0.013262599469496022,0.005305039787798408,0.002652519893899204,0.026525198938992044,0.021220159151193633,0.002652519893899204,0.03183023872679045,0.050397877984084884,0.021220159151193633,0.01856763925729443,0.03183023872679045,0.010610079575596816,0.08488063660477453,0.042440318302387266,0.005305039787798408,0.0,0.015915119363395226,0.013262599469496022,0.015915119363395226,0.03183023872679045,0.09549071618037135,0.010610079575596816,0.023872679045092837,0.03183023872679045,0.01856763925729443,0.005305039787798408,0.023872679045092837,0.002652519893899204,0.03713527851458886,0.06631299734748011,0.10344827586206896,0.01856763925729443,0.021220159151193633,0.0,0.002652519893899204,0.002652519893899204,0.0,0.0,0.0,0.007957559681697613,0.03183023872679045,0.007957559681697613,0.013262599469496022
24,0.0,0.025362318840579712,0.021739130434782608,0.0,0.007246376811594203,0.018115942028985508,0.036231884057971016,0.007246376811594203,0.06521739130434782,0.021739130434782608,0.028985507246376812,0.10144927536231885,0.007246376811594203,0.021739130434782608,0.014492753623188406,0.028985507246376812,0.025362318840579712,0.010869565217391304,0.007246376811594203,0.0036231884057971015,0.010869565217391304,0.025362318840579712,0.014492753623188406,0.010869565217391304,0.12318840579710146,0.0,0.0036231884057971015,0.018115942028985508,0.021739130434782608,0.007246376811594203,0.025362318840579712,0.04710144927536232,0.06521739130434782,0.028985507246376812,0.057971014492753624,0.028985507246376812,0.0036231884057971015,0.0,0.0,0.0,0.0,0.0,0.0036231884057971015,0.007246376811594203,0.0,0.043478260869565216
25,0.003134796238244514,0.0,0.009404388714733543,0.012539184952978056,0.012539184952978056,0.003134796238244514,0.01567398119122257,0.012539184952978056,0.0,0.003134796238244514,0.0,0.0,0.0,0.0,0.0,0.047021943573667714,0.003134796238244514,0.003134796238244514,0.012539184952978056,0.0219435736677116,0.003134796238244514,0.025078369905956112,0.0219435736677116,0.006269592476489028,0.018808777429467086,0.006269592476489028,0.018808777429467086,0.01567398119122257,0.0219435736677116,0.0,0.05329153605015674,0.04075235109717868,0.006269592476489028,0.009404388714733543,0.0,0.003134796238244514,0.0,0.0,0.003134796238244514,0.0,0.0,0.0,0.5172413793103449,0.050156739811912224,0.009404388714733543,0.009404388714733543
26,0.024157660521296885,0.04322949777495232,0.06357279084551812,0.06865861411315957,0.059758423394787034,0.056579783852511126,0.06166560712015257,0.06039415130324221,0.055944055944055944,0.07501589319771138,0.08645899554990465,0.0712015257469803,0.052129688493324854,0.05721551176096631,0.09726636999364272,0.049586776859504134,0.0,0.0006357279084551812,0.0,0.0,0.0006357279084551812,0.0006357279084551812,0.0006357279084551812,0.0012714558169103624,0.0006357279084551812,0.0,0.0006357279084551812,0.0006357279084551812,0.0006357279084551812,0.0006357279084551812,0.0,0.0,0.0012714558169103624,0.003178639542275906,0.0025429116338207248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019071837253655435,0.0012714558169103624,0.0
27,0.0,0.01529051987767584,0.021406727828746176,0.0030581039755351682,0.0061162079510703364,0.0061162079510703364,0.0581039755351682,0.021406727828746176,0.0061162079510703364,0.027522935779816515,0.024464831804281346,0.021406727828746176,0.024464831804281346,0.03363914373088685,0.01529051987767584,0.01834862385321101,0.027522935779816515,0.04892966360856269,0.0672782874617737,0.009174311926605505,0.024464831804281346,0.0030581039755351682,0.021406727828746176,0.009174311926605505,0.0061162079510703364,0.03363914373088685,0.0061162079510703364,0.01529051987767584,0.0,0.009174311926605505,0.0061162079510703364,0.07951070336391437,0.16819571865443425,0.027522935779816515,0.03058103975535168,0.009174311926605505,0.0061162079510703364,0.0,0.0,0.0,0.0,0.01529051987767584,0.012232415902140673,0.009174311926605505,0.04892966360856269,0.0030581039755351682
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.0033783783783783786,0.0,0.44256756756756754,0.0,0.0033783783783783786,0.0,0.0033783783783783786,0.0,0.0,0.0,0.0,0.527027027027027,0.0033783783783783786,0.010135135135135136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
