filename_key,wealthier
G_GT_6_1384#3,6.190000057220459
G_GT_6_1384#4,4.71999979019165
G_GT_6_1393#0,0.8999999761581421
G_GT_6_1394#0,0.9100000262260437
G_GT_6_1394#1,6.070000171661377
G_GT_6_1407#0,1.7300000190734863
G_GT_6_1418#0,3.990000009536743
G_GT_6_1419#0,4.690000057220459
G_GT_6_1419#1,3.990000009536743
G_GT_6_1419#2,3.5299999713897705
G_GT_6_1421#0,2.0899999141693115
G_GT_6_1421#1,6.590000152587891
G_GT_6_1421#2,6.519999980926514
G_GT_6_1421#3,3.9800000190734863
G_GT_6_1423#0,5.96999979019165
G_GT_6_1423#1,3.799999952316284
G_GT_6_1423#2,6.400000095367432
G_GT_6_1443#0,3.7799999713897705
G_GT_6_1443#1,7.579999923706055
G_GT_6_1443#2,3.2200000286102295
G_GT_6_1443#3,8.4399995803833
G_GT_6_1443#4,7.75
G_GT_6_1443#5,6.550000190734863
G_GT_6_1443#6,8.630000114440918
G_GT_6_1443#7,9.430000305175781
G_GT_6_1443#8,9.430000305175781
G_GT_6_1443#9,7.880000114440918
G_GT_6_1443#10,8.920000076293945
G_GT_6_1443#11,8.420000076293945
G_GT_6_1443#12,6.650000095367432
G_GT_6_1443#13,8.300000190734863
G_GT_6_1443#14,8.010000228881836
G_GT_6_1443#15,8.489999771118164
G_GT_6_1443#16,9.0
G_GT_6_1443#17,8.890000343322754
G_GT_6_1443#18,8.65999984741211
G_GT_6_1443#19,6.980000019073486
G_GT_6_1443#20,3.549999952316284
G_GT_6_1443#21,3.9600000381469727
G_GT_6_1443#22,6.639999866485596
G_GT_6_1443#23,6.920000076293945
G_GT_6_1444#0,7.78000020980835
G_GT_6_1444#1,2.990000009536743
G_GT_6_1444#2,4.599999904632568
G_GT_6_1444#3,6.349999904632568
G_GT_6_1458#0,6.670000076293945
G_GT_6_1458#1,5.570000171661377
G_GT_6_1458#2,4.789999961853027
G_GT_6_1458#3,7.349999904632568
G_GT_6_1458#4,4.329999923706055
G_GT_6_1458#5,6.380000114440918
G_GT_6_1458#6,5.110000133514404
G_GT_6_1458#7,4.150000095367432
G_GT_6_1459#0,7.010000228881836
G_GT_6_1459#1,4.639999866485596
G_GT_6_1463#0,3.5999999046325684
G_GT_6_1464#0,6.309999942779541
G_GT_6_1464#1,4.340000152587891
G_GT_6_1464#2,8.399999618530273
G_GT_6_1485#0,8.800000190734863
G_GT_6_1485#1,1.2899999618530273
G_GT_6_1485#2,7.199999809265137
G_GT_6_1492#0,4.630000114440918
G_GT_6_1492#1,7.019999980926514
G_GT_6_1494#0,6.610000133514404
G_GT_6_1500#0,6.329999923706055
G_GT_6_1500#1,6.699999809265137
G_GT_6_1500#2,6.639999866485596
G_GT_6_1502#0,2.7100000381469727
G_GT_6_1502#1,4.849999904632568
G_GT_6_1502#2,6.559999942779541
G_GT_6_1502#3,6.889999866485596
G_GT_6_1505#0,2.569999933242798
G_GT_6_1505#1,7.53000020980835
G_GT_6_1510#0,6.139999866485596
G_GT_6_1510#1,4.550000190734863
G_GT_6_1515#0,1.4199999570846558
G_GT_6_1515#1,3.380000114440918
G_GT_6_1515#2,6.210000038146973
G_GT_6_1518#0,3.6500000953674316
G_GT_6_1518#1,6.800000190734863
G_GT_6_1518#2,8.069999694824219
G_GT_6_1518#3,8.220000267028809
G_GT_6_1518#4,3.0899999141693115
G_GT_6_1518#5,5.070000171661377
G_GT_6_1518#6,5.570000171661377
G_GT_6_1518#7,5.460000038146973
G_GT_6_1518#8,6.889999866485596
G_GT_6_1518#9,2.7100000381469727
G_GT_6_1518#10,3.740000009536743
G_GT_6_1518#11,2.7699999809265137
G_GT_6_1518#12,6.320000171661377
G_GT_6_1518#13,5.599999904632568
G_GT_6_1518#14,4.320000171661377
G_GT_6_1518#15,7.650000095367432
G_GT_6_1518#16,8.220000267028809
G_GT_6_1519#0,5.340000152587891
G_GT_6_1525#0,4.099999904632568
G_GT_6_1525#1,7.679999828338623
G_GT_6_1525#2,2.75
G_GT_6_1525#3,3.740000009536743
G_GT_6_1525#4,3.869999885559082
G_GT_6_1525#5,4.050000190734863
G_GT_6_1525#6,3.8499999046325684
G_GT_6_1525#7,3.3299999237060547
